Month,DayOfMonth,DayOfWeek,DepTime,Distance,UniqueCarrier,Origin,Dest,DepDelay,Label
7,5,3,1820,1790,WN,MCI,BDL,13,1
7,5,4,1705,611,WN,BWI,ISP,10,1
7,5,4,1305,611,WN,BUR,SMF,35,1
7,6,5,940,1790,WN,SJC,PIT,-3,0
7,4,5,1930,395,WN,DAL,OAK,0,0
7,2,3,1430,239,WN,BWI,MCO,-3,0
7,6,5,955,395,WN,RNO,STL,59,0
7,4,4,1745,714,WN,DAL,PIT,27,0
7,2,2,1925,714,WN,SMF,PHX,7,0
7,3,5,1930,159,WN,RNO,SAT,-1,0
7,6,6,1710,1034,WN,MCI,TPA,7,0
7,6,6,1925,569,WN,DAL,MDW,29,0
7,2,6,1705,611,WN,SMF,TPA,7,0
7,2,3,1135,1790,WN,SMF,MDW,-4,0
7,3,3,1630,587,WN,PIT,MHT,97,0
7,3,3,1930,1034,WN,MDW,SAT,-4,0
7,2,3,640,293,WN,LAS,BWI,-4,0
7,5,2,1200,178,WN,TUS,SMF,27,1
7,4,3,1135,239,WN,SJC,BWI,8,0
7,4,3,640,1959,WN,PIT,ISP,8,0
7,2,2,2030,587,WN,LAX,LAS,97,0
7,6,4,1200,852,WN,PHX,BUR,6,0
7,6,3,940,714,WN,HOU,ELP,97,0
7,3,3,1705,402,WN,SJC,DAL,14,0
7,4,5,1300,402,WN,LAX,PDX,15,0
7,2,3,700,1034,WN,PIT,LBB,-4,0
7,5,4,1300,1034,WN,RNO,RDU,97,1
7,4,3,1710,611,WN,LAS,FLL,97,0
7,4,2,2030,178,WN,LAX,PDX,13,0
7,2,6,1955,587,WN,LAX,MDW,-2,0
7,2,4,850,562,WN,ORF,ISP,97,0
7,4,4,1745,251,WN,TUS,ISP,97,0
7,2,2,955,178,WN,SJC,STL,3,0
7,6,4,1930,1999,WN,MDW,BWI,35,0
7,5,5,1200,852,WN,ORF,SMF,7,1
7,6,6,1705,2106,WN,DAL,MHT,27,0
7,2,5,1925,1044,WN,BNA,MDW,3,0
7,6,4,740,251,WN,TUS,MDW,-1,0
7,2,4,1540,365,WN,PHX,SMF,97,0
7,2,4,1925,834,WN,TUS,LAS,27,0
7,5,5,940,852,WN,MCO,MCO,15,1
7,5,6,1630,192,WN,MCO,BNA,35,1
7,3,6,700,714,WN,TPA,ISP,12,0
7,5,2,740,2106,WN,TPA,PHX,0,1
7,5,5,1955,1073,WN,PVD,SMF,0,1
7,5,2,1525,1959,WN,BWI,BNA,14,1
7,5,6,715,1044,WN,HOU,BDL,13,1
7,4,4,1925,601,WN,PHX,OAK,59,0
7,6,5,1930,852,WN,BWI,LAS,-3,0
7,6,6,1630,159,WN,BNA,PIT,-4,0
7,3,3,1525,2106,WN,SMF,LBB,10,0
7,6,3,715,377,WN,BNA,MCO,-4,0
7,2,6,1630,834,WN,LAX,LBB,59,0
7,4,2,1135,1044,WN,ORF,BNA,35,0
7,2,6,1305,397,WN,MCI,RDU,45,0
7,3,4,955,1959,WN,MCO,BNA,7,0
7,2,4,1540,834,WN,PHX,PHX,29,0
7,2,3,700,159,WN,LAS,ELP,6,0
7,5,2,1930,377,WN,SJC,TPA,-4,1
7,3,6,1300,612,WN,MCI,ELP,7,0
7,5,4,1540,402,WN,PVD,RDU,3,1
7,2,2,640,834,WN,BWI,LAS,3,0
7,2,3,1710,293,WN,RNO,LBB,15,0
7,3,4,715,395,WN,MDW,BNA,27,0
7,3,3,1925,587,WN,TUS,BUR,-1,0
7,6,3,1930,1999,WN,BNA,LBB,0,0
7,2,3,1525,251,WN,BWI,FLL,12,0
7,3,2,1955,402,WN,MCO,PIT,8,0
7,5,6,1930,192,WN,BWI,ELP,35,1
7,6,4,700,562,WN,MDW,SAT,12,0
7,5,4,1605,402,WN,PHX,MHT,7,1
7,5,5,940,852,WN,LAX,SAT,97,1
7,3,5,1930,293,WN,SMF,BWI,-3,0
7,3,5,1820,402,WN,LAX,RDU,8,0
7,2,3,1745,612,WN,TUS,DAL,27,0
7,4,6,1305,1044,WN,BUR,ELP,3,0
7,3,6,1745,395,WN,BWI,ISP,97,0
7,6,3,2205,1073,WN,MCI,FLL,59,0
7,5,2,640,852,WN,TUS,PIT,45,1
7,3,6,1820,293,WN,MCO,BWI,14,0
7,2,2,1315,159,WN,PIT,SAT,7,0
7,3,3,1710,192,WN,MCI,LAS,-2,0
7,5,5,700,395,WN,ORF,SMF,14,1
7,5,4,700,192,WN,TUS,ISP,-1,1
7,6,5,1925,612,WN,PVD,BUR,45,0
7,2,5,1710,178,WN,SJC,BWI,3,0
7,5,4,850,714,WN,SJC,MDW,59,1
7,2,2,1955,1959,WN,MCO,BUR,-1,0
7,4,3,715,569,WN,PIT,ELP,13,0
7,2,6,640,562,WN,BNA,SMF,8,0
7,2,2,1305,1910,WN,LAX,BNA,10,0
7,3,3,1930,251,WN,SJC,BDL,13,0
7,4,4,1525,192,WN,SMF,LAS,12,0
7,2,5,1630,365,WN,BNA,DAL,-1,0
7,4,3,1630,1790,WN,TUS,PDX,-1,0
7,6,6,1200,569,WN,PVD,BDL,59,0
7,6,6,1300,1073,WN,BUR,ELP,14,0
7,2,4,1745,1790,WN,LAS,DAL,13,0
7,2,3,1305,395,WN,TPA,ISP,27,0
7,2,6,955,1034,WN,LAS,MCO,6,0
7,5,2,1820,1959,WN,BWI,PHX,2,1
7,2,2,1540,569,WN,DAL,SAT,0,0
7,3,6,1925,1910,WN,PHX,SMF,7,0
7,5,4,745,2106,WN,MCO,BNA,12,1
7,3,2,1745,369,WN,RNO,ELP,3,0
7,6,5,850,369,WN,HOU,OAK,29,0
7,5,6,745,239,WN,TUS,MHT,8,1
7,3,2,1930,2106,WN,BNA,ISP,8,0
7,5,4,2030,293,WN,TUS,PHX,7,1
7,5,4,940,192,WN,HOU,PDX,97,1
7,3,2,1710,369,WN,DAL,LAS,8,0
7,2,3,745,239,WN,MDW,RDU,10,0
7,3,2,700,377,WN,DAL,ELP,3,0
7,5,3,955,1034,WN,MCO,TPA,0,1
7,4,5,840,251,WN,PHX,BUR,-1,0
7,6,6,640,587,WN,BUR,STL,12,0
7,6,6,840,293,WN,RNO,RDU,97,0
7,2,5,1305,611,WN,PVD,PDX,8,0
7,4,4,955,1034,WN,SJC,RDU,35,0
7,5,2,2205,239,WN,LAX,PHX,6,1
7,4,5,955,397,WN,SMF,DAL,-1,0
7,2,5,850,192,WN,PIT,ISP,35,0
7,4,2,1315,178,WN,ORF,LBB,6,0
7,4,5,850,1910,WN,BNA,MHT,97,0
7,6,4,1315,612,WN,DAL,RDU,45,0
7,6,5,1930,1999,WN,RNO,LBB,27,0
7,5,4,850,1034,WN,MCO,DAL,-4,1
7,4,3,1955,562,WN,TUS,OAK,35,0
7,4,4,1315,611,WN,PVD,PIT,15,0
7,6,4,840,587,WN,MCO,PHX,97,0
7,6,6,1430,611,WN,PHX,DAL,27,0
7,2,5,1955,834,WN,MCI,ISP,35,0
7,4,2,955,611,WN,ORF,MHT,6,0
7,2,6,1525,562,WN,SMF,LAS,-2,0
7,4,6,1430,251,WN,DAL,LAS,-2,0
7,3,3,1745,852,WN,BNA,RDU,59,0
7,6,3,1305,562,WN,ORF,MHT,14,0
7,2,5,955,2106,WN,DAL,BUR,59,0
7,6,3,1540,192,WN,SMF,TPA,2,0
7,5,5,1315,587,WN,PHX,FLL,7,1
7,4,3,745,178,WN,BNA,ISP,14,0
7,6,6,1540,562,WN,MCO,SMF,14,0
7,2,4,840,178,WN,LAX,LBB,-4,0
7,2,5,2030,178,WN,LAX,MCO,8,0
7,2,2,940,1910,WN,RNO,FLL,12,0
7,2,6,850,834,WN,BWI,TPA,-4,0
7,6,3,1745,369,WN,ORF,BDL,0,0
7,6,2,1925,1999,WN,TPA,OAK,-2,0
7,2,2,1200,714,WN,LAX,BWI,29,0
7,3,3,740,395,WN,DAL,BWI,14,0
7,2,5,1540,1999,WN,LAS,ISP,12,0
7,2,6,1630,1044,WN,SMF,DAL,-3,0
7,2,2,1315,1959,WN,HOU,SAT,-1,0
7,2,4,850,397,WN,TUS,BNA,3,0
7,3,2,1820,239,WN,LAS,MCO,97,0
7,4,4,1605,159,WN,PVD,PIT,-2,0
7,6,6,1305,562,WN,TUS,MHT,8,0
7,5,5,2030,365,WN,MCI,ISP,0,1
7,6,3,1705,251,WN,BNA,LAS,59,0
7,3,5,745,192,WN,MCI,LBB,-4,0
7,2,6,1300,369,WN,RNO,RDU,29,0
7,2,4,1305,1999,WN,SJC,PDX,0,0
7,4,4,1135,377,WN,PHX,LBB,8,0
7,5,3,1630,293,WN,PHX,DAL,-3,1
7,2,6,850,601,WN,MCO,FLL,-2,0
7,5,6,1605,192,WN,TUS,PDX,15,1
7,3,2,1955,601,WN,PIT,BUR,35,0
7,4,4,1430,1790,WN,BUR,BWI,59,0
7,4,2,1540,1999,WN,MDW,LAS,0,0
7,4,6,2030,1790,WN,BNA,PDX,29,0
7,5,4,640,395,WN,TPA,ELP,35,1
7,6,6,740,239,WN,LAX,PDX,97,0
7,3,5,1705,239,WN,TPA,PDX,97,0
7,5,5,1540,1044,WN,PVD,PDX,14,1
7,3,4,1300,612,WN,SJC,MCO,2,0
7,6,6,1430,852,WN,TUS,BWI,0,0
7,6,6,2030,192,WN,MCI,SMF,14,0
7,3,6,840,365,WN,LAX,FLL,3,0
7,6,4,1540,834,WN,BUR,BDL,2,0
7,5,5,740,569,WN,SJC,SMF,7,1
7,5,3,1605,395,WN,MCI,PDX,-4,1
7,4,4,1200,714,WN,DAL,SAT,15,0
7,2,3,1525,2106,WN,BWI,PIT,97,0
7,3,3,715,178,WN,MCO,BUR,45,0
7,4,4,740,612,WN,PIT,RDU,14,0
7,3,3,745,402,WN,SJC,MDW,29,0
7,2,4,1315,601,WN,LAS,ISP,-2,0
7,2,2,1630,611,WN,TPA,RDU,35,0
7,6,3,1630,714,WN,PHX,PIT,29,0
7,4,6,1955,365,WN,SMF,LBB,-1,0
7,2,5,745,1790,WN,LAX,OAK,-4,0
7,2,4,1820,601,WN,PIT,OAK,15,0
7,2,6,1315,852,WN,LAS,FLL,0,0
7,2,5,700,611,WN,BWI,BWI,15,0
7,2,5,1705,178,WN,HOU,BUR,-2,0
7,6,5,1820,562,WN,DAL,SAT,35,0
7,4,3,1305,587,WN,SJC,ELP,-2,0
7,3,5,940,293,WN,RNO,MDW,15,0
7,4,5,1540,365,WN,LAX,MDW,59,0
7,5,5,1955,587,WN,SJC,STL,3,1
7,4,4,1315,1959,WN,MDW,BNA,7,0
7,4,5,2205,159,WN,BNA,OAK,-3,0
7,6,5,1605,562,WN,LAX,PDX,13,0
7,5,2,1430,1999,WN,RNO,ISP,14,1
7,2,5,1300,1034,WN,MCI,PHX,2,0
7,6,4,1135,369,WN,BNA,PHX,3,0
7,4,4,1135,714,WN,PIT,TPA,-3,0
7,2,2,2030,402,WN,LAX,BNA,97,0
7,5,2,2030,251,WN,RNO,PDX,27,1
7,4,2,1540,239,WN,SJC,LBB,-4,0
7,3,3,940,1999,WN,LAX,TPA,-1,0
7,6,4,1705,1073,WN,BUR,BDL,12,0
7,5,5,1305,834,WN,HOU,FLL,8,1
7,2,4,1200,395,WN,TUS,RDU,-1,0
7,5,4,2205,251,WN,LAS,PDX,35,1
7,3,2,640,1044,WN,LAX,BUR,2,0
7,2,5,940,402,WN,BUR,BWI,14,0
7,2,4,1930,562,WN,LAS,DAL,6,0
7,6,5,940,611,WN,TUS,FLL,2,0
7,6,4,745,239,WN,BWI,BDL,14,0
7,5,5,1540,159,WN,MCI,BWI,12,1
7,2,5,715,159,WN,BNA,LBB,-3,0
7,3,5,1705,1790,WN,BWI,BNA,0,0
7,5,5,1300,397,WN,DAL,MHT,-3,1
7,4,3,2030,834,WN,PIT,LBB,3,0
7,2,6,1930,365,WN,TUS,MCO,6,0
7,3,5,740,569,WN,DAL,MCO,59,0
7,2,3,745,1790,WN,PVD,BWI,10,0
7,4,6,1745,562,WN,DAL,LAS,12,0
7,2,2,740,612,WN,MCI,TPA,35,0
7,2,3,1710,377,WN,TUS,BUR,-3,0
7,3,6,1135,395,WN,BWI,DAL,-2,0
7,4,6,1930,178,WN,ORF,BUR,45,0
7,4,6,1745,159,WN,MDW,PIT,6,0
7,3,5,640,612,WN,TUS,PIT,-1,0
7,2,4,640,1034,WN,BWI,ISP,59,0
7,5,6,1305,1044,WN,TUS,LAS,45,1
7,4,4,1745,377,WN,MCI,BDL,7,0
7,3,6,1540,1999,WN,HOU,STL,-4,0
7,4,5,715,587,WN,TUS,MDW,97,0
7,6,4,715,1044,WN,ORF,SAT,0,0
7,6,2,640,1073,WN,LAX,PHX,0,0
7,4,3,1705,714,WN,PHX,MHT,59,0
7,6,4,1135,601,WN,RNO,TPA,13,0
7,2,6,1300,1999,WN,ORF,BUR,10,0
7,2,4,1605,377,WN,PIT,BWI,59,0
7,4,3,1705,395,WN,MCO,BWI,15,0
7,2,2,640,159,WN,RNO,BNA,45,0
7,4,5,1710,569,WN,DAL,ELP,8,0
7,5,6,640,569,WN,SMF,MCO,8,1
7,4,2,940,369,WN,TPA,TPA,97,0
7,3,5,1200,1790,WN,DAL,SAT,35,0
7,3,2,1955,852,WN,SMF,SAT,15,0
7,5,2,2205,611,WN,BNA,SAT,-2,1
7,2,5,1705,611,WN,DAL,STL,15,0
7,4,5,1745,397,WN,PHX,OAK,0,0
7,6,2,1540,239,WN,HOU,LAS,3,0
7,5,3,1745,1073,WN,ORF,PHX,0,1
7,2,3,940,1790,WN,PIT,MDW,10,0
7,4,6,840,251,WN,TPA,MHT,35,0
7,2,3,1315,1959,WN,PVD,BNA,59,0
7,5,6,2205,714,WN,MCO,ISP,13,1
7,3,6,1430,587,WN,MCI,BDL,27,0
7,3,3,1315,293,WN,SJC,RDU,3,0
7,5,4,1745,377,WN,RNO,BDL,-2,1
7,4,6,1525,395,WN,TUS,OAK,14,0
7,6,4,850,369,WN,SMF,MDW,-4,0
7,3,4,1305,2106,WN,MDW,BDL,6,0
7,4,5,955,395,WN,RNO,BWI,14,0
7,2,6,1300,1790,WN,PVD,MDW,-1,0
7,6,3,1955,2106,WN,MDW,PHX,15,0
7,4,5,1745,1034,WN,MCO,PIT,-3,0
7,2,3,1540,402,WN,MDW,PIT,13,0
7,3,2,1540,1999,WN,MCI,STL,-1,0
7,3,2,1315,402,WN,DAL,PIT,3,0
7,2,2,700,1910,WN,LAS,LBB,12,0
7,5,5,1630,251,WN,BNA,BDL,14,1
7,3,5,1200,1790,WN,TUS,ELP,-4,0
7,6,6,2030,1073,WN,BWI,ISP,-1,0
7,2,4,640,611,WN,BNA,ISP,-2,0
7,4,4,1605,397,WN,LAS,BDL,10,0
7,4,5,1300,1044,WN,LAS,TPA,-1,0
7,4,4,1430,1073,WN,PIT,MHT,27,0
7,4,2,1430,1034,WN,PVD,BNA,27,0
7,6,6,640,611,WN,DAL,MDW,0,0
7,4,6,955,601,WN,SMF,MCO,35,0
7,6,5,1925,365,WN,BNA,BDL,13,0
7,2,3,745,239,WN,RNO,SAT,-1,0
7,6,6,700,369,WN,MCI,TPA,3,0
7,3,3,2030,365,WN,RNO,MHT,-1,0
7,4,6,1705,834,WN,BWI,FLL,-2,0
7,2,5,1430,562,WN,SJC,BUR,8,0
7,2,5,1430,852,WN,BNA,PDX,12,0
7,6,4,1820,293,WN,PHX,PHX,-2,0
7,3,6,1745,178,WN,PIT,BUR,97,0
7,2,5,2205,1034,WN,PVD,STL,35,0
7,3,2,1430,834,WN,DAL,RDU,29,0
7,6,2,1630,834,WN,MCI,BUR,59,0
7,3,5,1525,1034,WN,MCO,SMF,12,0
7,3,2,1705,714,WN,PIT,MDW,13,0
7,2,2,1305,365,WN,ORF,OAK,15,0
7,3,6,1705,1044,WN,TPA,MCO,14,0
7,4,4,1745,1959,WN,SJC,STL,45,0
7,6,3,1705,178,WN,ORF,ISP,97,0
7,4,6,1430,611,WN,MCO,MHT,10,0
7,3,4,1605,562,WN,LAX,MDW,13,0
7,5,2,1955,239,WN,LAS,SAT,0,1
7,3,4,1305,159,WN,MCO,PHX,97,0
7,5,2,955,239,WN,PIT,MHT,97,1
7,4,3,1705,369,WN,MDW,RDU,35,0
7,6,6,1525,1910,WN,SMF,RDU,8,0
7,2,6,940,192,WN,PVD,BUR,97,0
7,4,3,1630,239,WN,BUR,MCO,15,0
7,3,5,1925,852,WN,BNA,SMF,45,0
7,5,5,940,192,WN,BUR,ELP,27,1
7,4,4,1300,601,WN,MCO,PHX,45,0
7,2,3,1315,1910,WN,MCO,MCO,35,0
7,6,3,640,2106,WN,HOU,BDL,-4,0
7,6,3,715,1790,WN,PHX,PIT,7,0
7,2,2,740,251,WN,SMF,OAK,15,0
7,3,3,1820,1034,WN,PVD,BWI,6,0
7,2,6,850,377,WN,PHX,BUR,6,0
7,3,3,955,402,WN,PVD,OAK,2,0
7,4,5,840,293,WN,PIT,FLL,29,0
7,5,3,1525,159,WN,MCO,PHX,45,1
7,6,3,1300,377,WN,SMF,BDL,12,0
7,4,2,1930,369,WN,HOU,BUR,7,0
7,2,6,1135,1999,WN,RNO,LAS,29,0
7,6,2,1925,1910,WN,DAL,LBB,0,0
7,5,2,640,852,WN,MDW,ISP,45,1
7,6,2,1630,293,WN,PIT,ELP,6,0
7,2,2,640,852,WN,PIT,FLL,0,0
7,6,6,940,1073,WN,HOU,PDX,27,0
7,6,2,1200,251,WN,PVD,PHX,13,0
7,4,6,1745,2106,WN,BUR,PHX,3,0
7,6,4,1315,251,WN,LAS,RDU,10,0
7,4,3,715,1959,WN,MCI,OAK,2,0
7,3,5,1930,377,WN,BWI,MHT,27,0
7,2,6,1930,601,WN,DAL,MCO,-3,0
7,5,4,1745,1790,WN,HOU,ELP,8,1
7,5,5,2205,569,WN,BNA,LBB,-2,1
7,6,5,1705,834,WN,TUS,PDX,14,0
7,4,4,1300,377,WN,RNO,DAL,45,0
7,6,3,2205,2106,WN,ORF,TPA,59,0
7,3,5,1200,239,WN,RNO,LBB,-2,0
7,6,6,1630,1959,WN,MCO,MDW,7,0
7,2,4,1315,1073,WN,SMF,ELP,35,0
7,5,6,940,852,WN,MDW,BDL,35,1
7,5,5,1925,239,WN,RNO,RDU,45,1
7,6,6,640,834,WN,SMF,RDU,3,0
7,2,4,1315,1790,WN,ORF,MCO,2,0
7,4,6,1315,569,WN,BWI,RDU,7,0
7,6,6,1925,562,WN,BWI,SMF,3,0
7,2,2,1630,611,WN,PHX,BUR,15,0
7,2,5,1430,1034,WN,ORF,MCO,-3,0
7,4,2,955,159,WN,SMF,RDU,-4,0
7,6,4,1630,852,WN,MDW,ISP,-1,0
7,4,5,1305,365,WN,PHX,RDU,10,0
7,3,2,1925,178,WN,TPA,SAT,10,0
7,2,4,1305,1790,WN,TPA,ISP,10,0
7,5,5,1200,365,WN,LAX,SAT,7,1
7,5,3,1710,402,WN,RNO,BUR,3,1
7,2,5,1630,611,WN,LAX,DAL,-4,0
7,5,4,1710,293,WN,PVD,STL,10,1
7,6,4,955,239,WN,BWI,LBB,-3,0
7,6,4,1315,587,WN,PHX,PDX,59,0
7,3,6,1710,1790,WN,HOU,LAS,97,0
7,5,6,2030,1044,WN,SMF,ISP,35,1
7,3,4,715,852,WN,MCO,OAK,59,0
7,3,2,1135,377,WN,BWI,MDW,6,0
7,3,5,745,1034,WN,TUS,PIT,13,0
7,3,5,1135,569,WN,LAS,RDU,-1,0
7,5,5,740,612,WN,RNO,STL,7,1
7,4,4,640,834,WN,HOU,BDL,35,0
7,3,6,1540,587,WN,DAL,SAT,3,0
7,5,3,1300,2106,WN,HOU,PHX,7,1
7,3,6,1315,1790,WN,PVD,MDW,-1,0
7,6,6,1820,178,WN,ORF,BWI,12,0
7,2,6,640,369,WN,BWI,SAT,97,0
7,6,3,940,714,WN,MCI,FLL,3,0
7,3,5,700,1999,WN,PHX,MCO,-4,0
7,2,3,1630,397,WN,TUS,RDU,27,0
7,4,3,2030,192,WN,LAX,MDW,10,0
7,4,2,955,159,WN,PHX,BUR,3,0
7,5,4,840,1910,WN,BNA,BDL,27,1
7,5,4,2030,395,WN,LAS,FLL,10,1
7,3,5,2030,192,WN,PVD,RDU,97,0
7,3,4,715,1790,WN,SMF,BDL,12,0
7,5,6,1925,397,WN,MDW,BNA,97,1
7,3,5,940,377,WN,ORF,LBB,-3,0
7,6,4,940,377,WN,TUS,PHX,45,0
7,3,6,1305,397,WN,SMF,BUR,13,0
7,4,4,1705,834,WN,BWI,ISP,14,0
7,2,5,1605,714,WN,SMF,MCO,3,0
7,2,6,1300,178,WN,BNA,STL,2,0
7,6,4,740,714,WN,TPA,ELP,-1,0
7,2,3,1820,369,WN,RNO,LAS,12,0
7,6,3,1930,395,WN,PVD,BNA,45,0
7,2,5,840,178,WN,LAS,LBB,27,0
7,4,2,1200,714,WN,BUR,ELP,27,0
7,2,5,1925,1999,WN,RNO,LBB,10,0
7,6,4,850,852,WN,PIT,PHX,6,0
7,5,4,640,834,WN,TPA,SMF,12,1
7,5,2,1430,611,WN,PVD,OAK,8,1
7,3,6,2030,1910,WN,PHX,FLL,2,0
7,3,3,1605,239,WN,DAL,PHX,0,0
7,4,2,1135,397,WN,HOU,PIT,-2,0
7,5,2,840,2106,WN,BWI,RDU,14,1
7,4,3,700,397,WN,TUS,RDU,-3,0
7,2,5,840,365,WN,BNA,BNA,6,0
7,2,4,1630,834,WN,MDW,BUR,27,0
7,5,3,1820,178,WN,RNO,ISP,27,1
7,3,6,1930,612,WN,MDW,PIT,8,0
7,4,5,955,1034,WN,BNA,PDX,12,0
7,5,5,940,569,WN,TPA,ISP,3,1
7,3,5,1745,397,WN,LAX,DAL,7,0
7,2,5,745,239,WN,PHX,BWI,45,0
7,4,6,850,159,WN,RNO,SAT,0,0
7,3,6,2205,1073,WN,PHX,OAK,-1,0
7,5,2,2030,1044,WN,TPA,ISP,29,1
7,3,6,840,852,WN,PVD,SMF,6,0
7,3,4,1820,2106,WN,RNO,FLL,29,0
7,2,6,640,251,WN,SMF,BNA,14,0
7,5,3,1710,1999,WN,SMF,ELP,8,1
7,4,3,1925,714,WN,TUS,LAS,-3,0
7,3,2,1820,562,WN,MCI,SAT,45,0
7,5,6,1820,1959,WN,BWI,ISP,-3,1
7,4,6,1705,251,WN,PIT,MCO,6,0
7,5,6,1135,365,WN,MDW,LBB,15,1
7,3,3,1540,569,WN,PHX,MHT,15,0
7,5,4,1300,1910,WN,LAS,MDW,8,1
7,3,2,1705,293,WN,MDW,ISP,14,0
7,5,4,715,1034,WN,MDW,BDL,-2,1
7,3,6,1820,2106,WN,PHX,ISP,14,0
7,6,3,1305,612,WN,LAX,FLL,97,0
7,5,2,1300,239,WN,LAS,FLL,2,1
7,2,4,640,852,WN,BUR,MCO,-4,0
7,6,6,1925,1999,WN,MDW,BUR,8,0
7,4,5,745,192,WN,DAL,MDW,97,0
7,3,6,850,192,WN,DAL,SAT,29,0
7,6,3,1710,587,WN,TUS,TPA,7,0
7,6,5,1315,1959,WN,LAS,SAT,-2,0
7,6,2,955,178,WN,TPA,PHX,97,0
7,5,2,1300,1044,WN,SJC,LAS,-2,1
7,2,6,1300,1034,WN,PIT,BUR,10,0
7,3,6,955,1034,WN,SMF,MCO,97,0
7,6,2,740,1910,WN,PVD,PHX,0,0
7,5,4,700,714,WN,MCO,PIT,2,1
7,3,6,745,1959,WN,LAS,SMF,-2,0
7,3,5,1430,601,WN,BWI,BUR,-3,0
7,2,5,740,1910,WN,TUS,ISP,59,0
7,6,4,740,852,WN,DAL,TPA,6,0
7,2,3,1930,2106,WN,LAX,STL,13,0
7,3,5,840,192,WN,PIT,LAS,0,0
7,2,2,940,562,WN,RNO,PHX,-2,0
7,5,4,745,612,WN,PHX,MHT,6,1
7,6,6,1305,397,WN,PIT,BNA,10,0
7,5,5,2030,395,WN,MCI,TPA,2,1
7,6,3,740,1790,WN,BUR,LAS,-4,0
7,3,2,1430,365,WN,PVD,RDU,-1,0
7,2,2,1300,239,WN,PHX,TPA,6,0
7,3,6,2205,834,WN,TPA,FLL,-2,0
7,5,5,2205,834,WN,MCO,BWI,8,1
7,3,2,2205,239,WN,LAX,ISP,45,0
7,3,6,740,1999,WN,PHX,TPA,0,0
7,6,5,1745,251,WN,BNA,PIT,14,0
7,3,5,1925,569,WN,MCO,RDU,59,0
7,6,2,640,1959,WN,TUS,SMF,-2,0
7,2,2,640,612,WN,TPA,STL,8,0
7,6,5,1930,714,WN,LAS,SAT,-2,0
7,5,3,740,1034,WN,BNA,PHX,97,1
7,4,2,1540,365,WN,MCI,MHT,29,0
7,4,4,1305,1044,WN,BUR,BDL,12,0
7,5,5,1710,365,WN,TPA,SMF,35,1
7,2,4,850,612,WN,PVD,MHT,27,0
7,6,4,1955,1034,WN,TUS,STL,-1,0
7,4,6,745,834,WN,PHX,DAL,13,0
7,6,6,1930,178,WN,MCI,PIT,-2,0
7,6,2,1630,562,WN,LAX,BWI,10,0
7,6,6,850,601,WN,HOU,PIT,13,0
7,5,2,1955,239,WN,HOU,PHX,35,1
7,6,3,1705,369,WN,HOU,RDU,45,0
7,3,4,1745,587,WN,BUR,ELP,8,0
7,3,6,2030,601,WN,BNA,PIT,-1,0
7,3,4,2030,1044,WN,BUR,BWI,13,0
7,5,2,715,562,WN,MCI,DAL,2,1
7,6,6,1930,587,WN,PIT,SAT,-1,0
7,5,4,740,1034,WN,BNA,FLL,6,1
7,4,3,640,365,WN,RNO,PDX,35,0
7,4,2,1710,1044,WN,BNA,BNA,35,0
7,6,6,1820,395,WN,TUS,MHT,2,0
7,5,2,715,178,WN,TPA,RDU,0,1
7,4,2,700,852,WN,MDW,MDW,15,0
7,2,3,850,569,WN,ORF,STL,35,0
7,3,3,1430,159,WN,TPA,LAS,8,0
7,2,2,1705,1959,WN,PIT,PIT,8,0
7,4,6,850,714,WN,BNA,BUR,29,0
7,3,6,2205,714,WN,MDW,ELP,14,0
7,6,2,1135,178,WN,SJC,STL,29,0
7,6,4,1930,1959,WN,PVD,ELP,15,0
7,3,3,1315,1999,WN,ORF,LAS,-4,0
7,4,5,1745,852,WN,BNA,TPA,10,0
7,3,3,1930,178,WN,SJC,TPA,10,0
7,6,4,1710,852,WN,BNA,DAL,10,0
7,6,5,955,852,WN,BNA,PHX,0,0
7,5,2,740,562,WN,MDW,PHX,12,1
7,2,5,940,1790,WN,MCO,SMF,-2,0
7,4,4,1200,402,WN,MDW,ELP,15,0
7,3,6,740,611,WN,BNA,LBB,59,0
7,4,5,1745,714,WN,RNO,ISP,35,0
7,5,5,740,1073,WN,SJC,MDW,29,1
7,3,5,640,369,WN,HOU,DAL,13,0
7,2,3,1745,2106,WN,PVD,SMF,6,0
7,5,6,1605,714,WN,SMF,MCO,-2,1
7,5,2,2205,1959,WN,MCI,BWI,12,1
7,6,5,1710,365,WN,PHX,MCO,7,0
7,2,3,1430,178,WN,PIT,MDW,3,0
7,5,5,2205,251,WN,RNO,PIT,15,1
7,3,5,1540,1910,WN,PHX,ELP,3,0
7,2,3,1525,612,WN,LAS,RDU,12,0
7,3,3,1540,397,WN,SMF,DAL,6,0
7,5,5,1525,239,WN,SMF,PDX,12,1
7,3,6,1430,239,WN,MCO,DAL,7,0
7,5,3,1605,852,WN,BNA,PIT,0,1
7,2,5,1710,1790,WN,DAL,LAS,27,0
7,4,4,1820,397,WN,BWI,BDL,45,0
7,3,5,1430,1044,WN,TPA,SMF,27,0
7,2,4,1300,1999,WN,HOU,BDL,14,0
7,2,3,1135,402,WN,BNA,TPA,15,0
7,5,6,1955,397,WN,ORF,MHT,15,1
7,4,2,1200,178,WN,BNA,SAT,3,0
7,4,3,1540,1044,WN,TUS,BNA,45,0
7,5,5,740,397,WN,SMF,MCO,7,1
